assortiativity_out_in,assortiativity_out_out,assortiativity_in_in,assortiativity_in_out,avg_clustering_dir,avg_clustering_undir,avg_degree,avg_path_dir,avg_path_undir,density,diameter,diameter_undir,nb_edges,nb_nodes,graph_id
-0.1118,-0.0403,-0.0146,-0.0158,0.0254,0.0455,4.8151,4.5501,3.9395,0.0011972,11,11,4844,2012,213
-0.0379,-0.0142,-0.0479,-0.0068,0.0257,0.0467,4.8211,4.5867,3.9654,0.0011987,12,11,4850,2012,176
-0.0262,-0.0143,-0.0439,-0.0201,0.0246,0.0458,4.8191,4.5973,3.9342,0.0011982,13,11,4848,2012,180
-0.2008,-0.0693,-0.1257,-0.0403,0.0202,0.0399,4.8131,4.3356,3.8896,0.0011967,11,13,4842,2012,200
-0.0304,-0.025,0.0599,0.0062,0.0287,0.0526,4.8151,4.5427,3.9645,0.0011972,12,11,4844,2012,198
-0.1441,-0.0446,-0.0613,-0.0017,0.0255,0.0452,4.8211,4.331,3.9481,0.0011987,12,11,4850,2012,218
-0.1191,-0.0315,0.0208,0.0328,0.0232,0.0432,4.8171,4.556,3.9016,0.0011977,12,11,4846,2012,190
-0.033,-0.0297,-0.067,-0.0385,0.0244,0.0479,4.8211,4.5622,3.9187,0.0011987,13,11,4850,2012,203
-0.1276,-0.0308,-0.1276,-0.0227,0.0253,0.0471,4.8211,4.3954,3.9627,0.0011987,11,10,4850,2012,217
-0.004,0.0073,0.0298,0.0221,0.0249,0.0463,4.8161,4.6527,3.9473,0.0011974,15,11,4845,2012,204
-0.1425,-0.0544,-0.1143,-0.054,0.0217,0.0429,4.8211,4.695,3.936,0.0011987,14,12,4850,2012,216
-0.1626,-0.0502,-0.1528,-0.0633,0.0203,0.0404,4.8121,4.5218,3.8486,0.0011965,11,11,4841,2012,210
-0.0764,-0.0272,-0.0463,-0.0294,0.0252,0.047,4.828,4.4997,4.0056,0.0012004,12,13,4857,2012,222
-0.0174,-0.0164,-0.0412,-0.0182,0.0277,0.0516,4.8121,4.561,3.9428,0.0011965,11,11,4841,2012,215
-0.1164,-0.035,-0.0316,-0.0093,0.0245,0.047,4.8131,4.4959,3.8609,0.0011967,11,10,4842,2012,212
-0.2014,-0.0677,-0.1581,-0.0495,0.0216,0.0422,4.8181,4.3598,3.9085,0.0011979,10,12,4847,2012,224
0.0132,-0.0191,-0.0413,-0.0352,0.025,0.0485,4.8181,4.7484,3.9536,0.0011979,13,11,4847,2012,185
-0.1873,-0.0688,-0.0837,-0.0473,0.0212,0.0413,4.8131,4.372,3.8951,0.0011967,12,10,4842,2012,188
-0.0957,-0.0324,-0.1484,-0.0346,0.0222,0.0441,4.8121,4.6437,3.8681,0.0011965,12,11,4841,2012,196
-0.1016,-0.0377,-0.1092,-0.0361,0.0231,0.0441,4.8161,4.4414,3.9299,0.0011974,12,11,4845,2012,206
-0.1075,-0.0387,-0.1135,-0.032,0.0222,0.042,4.8111,4.5229,3.9494,0.0011962,12,12,4840,2012,225
-0.1797,-0.0657,-0.0561,-0.0207,0.0179,0.0354,4.8181,4.4587,3.9644,0.0011979,12,13,4847,2012,208
-0.0425,-0.0179,-0.0546,-0.016,0.0264,0.0479,4.8111,4.4404,3.9546,0.0011962,10,12,4840,2012,243
-0.0893,-0.0439,-0.0617,-0.0297,0.0221,0.0395,4.8211,4.4995,3.9352,0.0011987,12,11,4850,2012,227
-0.045,-0.0262,-0.09,-0.0302,0.0238,0.0461,4.8141,4.3971,3.9265,0.0011969,11,12,4843,2012,223
-0.0296,-0.0163,0.0193,-0.0015,0.0257,0.0462,4.8141,4.5405,4.0197,0.0011969,11,13,4843,2012,238
-0.1616,-0.0541,-0.1718,-0.0703,0.0247,0.0475,4.8101,4.4597,3.8646,0.001196,11,10,4839,2012,236
-0.0619,-0.0246,-0.0044,-0.0011,0.0228,0.0424,4.8121,4.4595,3.9305,0.0011965,14,11,4841,2012,219
-0.0219,-0.0212,-0.0555,-0.0276,0.0224,0.0442,4.8191,4.3926,3.954,0.0011982,11,11,4848,2012,233
-0.0778,-0.0196,-0.0362,0.0002,0.0218,0.0411,4.8161,4.7479,3.9373,0.0011974,14,11,4845,2012,205
-0.1319,-0.0377,-0.1854,-0.05,0.0213,0.0422,4.8121,4.575,3.8528,0.0011965,15,9,4841,2012,230
-0.1034,-0.0247,-0.0393,-0.0097,0.0267,0.0502,4.8201,4.3806,3.9511,0.0011984,13,12,4849,2012,228
-0.1065,-0.042,0.0323,-0.0042,0.0205,0.0388,4.8181,4.6666,3.956,0.0011979,12,11,4847,2012,234
-0.0975,-0.0394,-0.1561,-0.0608,0.0205,0.0393,4.8221,4.4785,3.8644,0.0011989,12,10,4851,2012,245
-0.079,-0.0362,-0.0696,-0.0253,0.0225,0.0411,4.8241,4.4563,3.9465,0.0011994,12,11,4853,2012,220
-0.0578,-0.0217,-0.1162,-0.0437,0.0268,0.0492,4.8181,4.727,3.9026,0.0011979,13,10,4847,2012,194
-0.0115,-0.0097,0.0046,0.005,0.0276,0.046,4.8191,4.5353,4.0572,0.0011982,12,11,4848,2012,244
0.0117,-0.0102,-0.0683,-0.0313,0.0277,0.0525,4.8161,4.619,3.9417,0.0011974,13,10,4845,2012,229
-0.0022,-0.0059,-0.0956,-0.0324,0.0265,0.0486,4.8221,4.6914,3.9371,0.0011989,13,12,4851,2012,235
0.0269,0.0,0.0052,-0.006,0.0249,0.0457,4.8181,4.5872,4.0034,0.0011979,13,11,4847,2012,207
-0.1284,-0.0254,-0.0772,-0.0153,0.023,0.0433,4.8211,4.5252,3.9013,0.0011987,12,11,4850,2012,247
-0.1923,-0.072,-0.1446,-0.0437,0.0216,0.0412,4.8151,4.3876,3.8601,0.0011972,12,10,4844,2012,242
-0.1555,-0.0458,-0.1534,-0.0503,0.0264,0.0483,4.8151,4.4468,3.883,0.0011972,11,13,4844,2012,170
-0.1432,-0.0463,-0.0281,-0.0084,0.0205,0.039,4.8161,4.4587,3.9553,0.0011974,15,12,4845,2012,253
0.0694,0.0018,-0.0155,-0.018,0.0264,0.0489,4.8151,4.6353,3.9294,0.0011972,13,10,4844,2012,226
-0.1147,-0.0373,-0.0984,-0.0388,0.0196,0.0361,4.8161,4.6151,3.9433,0.0011974,12,12,4845,2012,241
-0.109,-0.0373,-0.0856,-0.0232,0.0283,0.0513,4.8171,4.5656,3.993,0.0011977,13,11,4846,2012,221
-0.0782,-0.0394,-0.0147,-0.0077,0.0221,0.042,4.8221,4.6451,3.9684,0.0011989,13,12,4851,2012,201
-0.1733,-0.0675,-0.065,-0.0064,0.022,0.0413,4.8082,4.3838,3.8408,0.0011955,12,12,4837,2012,231
-0.1553,-0.0359,-0.1042,-0.0306,0.0235,0.042,4.8131,4.5037,3.8418,0.0011967,11,11,4842,2012,250
-0.062,-0.031,0.0188,0.0136,0.0213,0.0405,4.826,4.2707,3.9382,0.0011999,13,11,4855,2012,252
-0.0957,-0.0447,-0.0558,-0.0422,0.0258,0.0497,4.8191,4.5561,3.9329,0.0011982,11,11,4848,2012,249
-0.1565,-0.0543,-0.0502,-0.0268,0.0221,0.041,4.8181,4.5697,3.9298,0.0011979,12,11,4847,2012,232
-0.1385,-0.0369,-0.0208,-0.0026,0.03,0.0549,4.8082,4.5137,3.8738,0.0011955,11,10,4837,2012,202
0.0086,-0.0086,0.0087,-0.0057,0.0211,0.0397,4.8201,4.5623,4.0333,0.0011984,12,11,4849,2012,248
-0.0625,-0.0413,-0.0025,-0.0317,0.0227,0.0436,4.8141,4.5554,3.9837,0.0011969,12,11,4843,2012,246
-0.0894,-0.048,0.037,0.0031,0.0244,0.0455,4.8082,4.4287,3.9413,0.0011955,11,10,4837,2012,251
-0.0306,-0.0225,-0.0578,-0.031,0.028,0.0525,4.8121,4.7174,3.951,0.0011965,14,10,4841,2012,239
-0.0662,-0.0342,-0.0301,-0.0316,0.0228,0.0423,4.8141,4.7801,3.9677,0.0011969,13,12,4843,2012,254
-0.0675,-0.0184,-0.0908,-0.0156,0.0262,0.0496,4.8131,4.3351,3.8984,0.0011967,13,11,4842,2012,353
-0.0319,-0.0154,-0.019,-0.023,0.0259,0.0455,4.8201,4.6314,4.0297,0.0011984,13,12,4849,2012,255
-0.1658,-0.0496,-0.1306,-0.0443,0.0223,0.0438,4.8161,4.4441,3.8738,0.0011974,12,12,4845,2012,256
-0.1324,-0.03,-0.015,0.0205,0.0247,0.046,4.8171,4.519,3.9904,0.0011977,16,13,4846,2012,260
-0.161,-0.0574,-0.1452,-0.0513,0.0211,0.0407,4.8181,4.5083,3.8799,0.0011979,12,11,4847,2012,259
-0.0793,-0.0331,-0.0588,-0.0311,0.0255,0.0487,4.8181,4.4882,3.9586,0.0011979,11,11,4847,2012,258
-0.0123,-0.0198,0.0083,-0.0091,0.0267,0.0517,4.8161,4.5983,4.0134,0.0011974,12,12,4845,2012,262
-0.1523,-0.0397,-0.1191,-0.0341,0.0225,0.044,4.8151,4.4528,3.9422,0.0011972,12,11,4844,2012,266
-0.1197,-0.043,-0.1623,-0.0581,0.0202,0.0384,4.827,4.4722,3.9268,0.0012002,12,11,4856,2012,271
-0.1417,-0.0532,-0.0807,-0.0462,0.0229,0.0454,4.8052,4.4258,3.9066,0.0011947,10,10,4834,2012,257
-0.0995,-0.0489,-0.099,-0.0489,0.0243,0.0465,4.8221,4.6428,3.8854,0.0011989,11,11,4851,2012,263
-0.1802,-0.0593,-0.1527,-0.0458,0.0176,0.034,4.8241,4.518,3.9716,0.0011994,15,12,4853,2012,261
-0.0335,-0.0199,-0.0668,-0.027,0.0311,0.0565,4.8091,4.7135,3.8717,0.0011957,14,10,4838,2012,268
-0.133,-0.0422,-0.1019,-0.0311,0.0247,0.045,4.8101,4.3971,3.9012,0.001196,12,11,4839,2012,273
-0.0637,-0.0171,0.0034,-0.0011,0.0266,0.0491,4.8201,4.6158,3.9147,0.0011984,13,12,4849,2012,264
-0.0506,-0.0166,-0.066,-0.0213,0.0259,0.0505,4.8161,4.4606,3.97,0.0011974,12,12,4845,2012,270
-0.1221,-0.0238,-0.0167,0.0114,0.0252,0.0476,4.8161,4.4928,3.8967,0.0011974,13,10,4845,2012,267
-0.1504,-0.06,-0.063,-0.0294,0.0235,0.0461,4.8181,4.413,3.8982,0.0011979,11,10,4847,2012,275
-0.1754,-0.0589,-0.1388,-0.0342,0.0168,0.0325,4.8101,4.2965,3.9049,0.001196,10,11,4839,2012,286
-0.0432,-0.0218,-0.0117,-0.0182,0.0292,0.0548,4.8221,4.5612,3.8867,0.0011989,14,12,4851,2012,265
-0.1409,-0.0559,-0.0994,-0.0481,0.0235,0.0457,4.8201,4.8174,3.9405,0.0011984,16,13,4849,2012,281
-0.0656,-0.03,-0.1273,-0.0521,0.0241,0.047,4.8151,4.6017,3.8781,0.0011972,13,10,4844,2012,280
-0.1572,-0.0462,-0.0338,0.0034,0.0266,0.0518,4.8171,4.3063,3.9021,0.0011977,12,13,4846,2012,291
-0.0245,-0.0139,-0.1037,-0.0381,0.0246,0.0452,4.8191,4.5914,4.0739,0.0011982,12,12,4848,2012,283
-0.0694,-0.0445,-0.0626,-0.0395,0.0234,0.0459,4.8191,4.4141,4.0153,0.0011982,12,12,4848,2012,274
-0.1121,-0.0277,-0.0579,-0.0237,0.0251,0.0483,4.8042,4.7351,3.881,0.0011945,13,11,4833,2012,276
-0.1875,-0.0578,-0.0909,-0.0343,0.0227,0.0436,4.8171,4.3698,3.8818,0.0011977,13,11,4846,2012,278
-0.1947,-0.0566,-0.0974,-0.0217,0.0189,0.0354,4.8161,4.4208,3.9245,0.0011974,12,12,4845,2012,293
-0.1632,-0.0565,-0.1056,-0.0355,0.0173,0.0335,4.8121,4.2434,3.9005,0.0011965,11,10,4841,2012,317
-0.2071,-0.0554,-0.1414,-0.0458,0.0213,0.0407,4.8101,4.3557,3.8793,0.001196,11,10,4839,2012,284
-0.1925,-0.0481,-0.1447,-0.0503,0.0229,0.0412,4.8141,4.4447,3.8594,0.0011969,13,10,4843,2012,316
-0.0001,-0.0114,-0.0624,-0.0292,0.0279,0.0507,4.8151,4.5248,4.0111,0.0011972,11,11,4844,2012,285
-0.0453,-0.0195,-0.0458,-0.0321,0.0273,0.05,4.8191,4.4151,3.9659,0.0011982,11,11,4848,2012,269
-0.1711,-0.0491,-0.1512,-0.0393,0.0212,0.0398,4.8141,4.2273,3.8783,0.0011969,13,10,4843,2012,307
-0.0217,-0.0183,0.0848,0.0263,0.0267,0.0475,4.8091,4.5743,3.9639,0.0011957,14,13,4838,2012,279
-0.0777,-0.0286,-0.0193,-0.0192,0.026,0.0496,4.8141,4.4515,3.9437,0.0011969,11,11,4843,2012,277
-0.1287,-0.0481,-0.0806,-0.0148,0.0219,0.0419,4.8141,4.2968,3.8685,0.0011969,11,10,4843,2012,287
-0.0769,-0.0247,-0.0176,0.0032,0.0231,0.0431,4.8171,4.5249,3.9644,0.0011977,12,11,4846,2012,306
-0.1644,-0.0523,-0.1122,-0.0321,0.0204,0.0392,4.8111,4.5753,3.8684,0.0011962,12,11,4840,2012,324
-0.1303,-0.0569,-0.0367,-0.0306,0.0262,0.0503,4.8161,4.5862,3.9301,0.0011974,14,11,4845,2012,299
-0.0931,-0.0366,-0.1088,-0.0325,0.0239,0.0444,4.8131,4.6572,3.8727,0.0011967,16,10,4842,2012,282
-0.1607,-0.0568,-0.0625,-0.0084,0.0195,0.0374,4.8121,4.5143,3.9369,0.0011965,15,12,4841,2012,272
-0.1149,-0.0487,0.0173,-0.0075,0.0232,0.0424,4.8141,4.5932,3.97,0.0011969,14,10,4843,2012,333
-0.1571,-0.0627,-0.0507,-0.0208,0.0211,0.0406,4.8171,4.5601,3.9646,0.0011977,13,12,4846,2012,310
-0.1093,-0.0394,-0.1044,-0.0365,0.0241,0.0452,4.8131,4.569,3.8939,0.0011967,14,12,4842,2012,290
-0.1979,-0.0764,-0.1319,-0.0498,0.0215,0.0428,4.8171,4.4309,3.911,0.0011977,12,11,4846,2012,318
-0.0308,-0.0188,-0.1128,-0.0399,0.0264,0.0491,4.8181,4.4507,3.9074,0.0011979,12,11,4847,2012,309
-0.0923,-0.039,-0.0134,0.0008,0.0207,0.039,4.8131,4.2983,3.9505,0.0011967,11,10,4842,2012,292
-0.1513,-0.0514,-0.0765,-0.0215,0.0211,0.0413,4.8151,4.4666,3.9373,0.0011972,12,11,4844,2012,288
-0.132,-0.0443,-0.1096,-0.0416,0.0214,0.0402,4.8101,4.3525,3.9409,0.001196,12,10,4839,2012,302
-0.1796,-0.063,-0.0844,-0.0224,0.0191,0.0366,4.8171,4.3858,3.876,0.0011977,12,11,4846,2012,296
-0.0858,-0.0398,-0.004,0.0005,0.0236,0.0442,4.8111,4.4086,3.9308,0.0011962,11,11,4840,2012,289
-0.147,-0.0448,-0.1302,-0.033,0.0211,0.0411,4.8082,4.6103,3.8829,0.0011955,14,11,4837,2012,323
0.0238,0.0006,0.0365,0.0193,0.0287,0.0536,4.833,4.5832,4.0711,0.0012016,13,12,4862,2012,297
-0.0847,-0.0279,-0.0951,-0.028,0.0211,0.0399,4.8161,4.4975,3.9409,0.0011974,12,11,4845,2012,303
-0.1746,-0.0613,-0.1509,-0.049,0.0175,0.0332,4.8201,4.431,3.9037,0.0011984,11,13,4849,2012,298
-0.1182,-0.0412,-0.0188,-0.0124,0.024,0.0465,4.8161,4.3468,3.9255,0.0011974,12,11,4845,2012,319
-0.1383,-0.0625,-0.0875,-0.0363,0.0197,0.0383,4.8131,4.5075,3.906,0.0011967,12,10,4842,2012,294
-0.1437,-0.0449,-0.0985,-0.025,0.0215,0.0396,4.8211,4.4113,3.9012,0.0011987,12,10,4850,2012,295
-0.1029,-0.0467,-0.0113,-0.0169,0.0219,0.0423,4.8191,4.4994,3.9596,0.0011982,13,12,4848,2012,308
-0.1284,-0.041,0.0101,0.0071,0.0255,0.0482,4.8121,4.526,3.8997,0.0011965,13,13,4841,2012,300
-0.1977,-0.0705,-0.088,-0.0182,0.0187,0.0364,4.8171,4.3267,3.9218,0.0011977,12,11,4846,2012,313
-0.1047,-0.044,-0.0228,-0.0186,0.0219,0.041,4.8141,4.2842,3.9922,0.0011969,13,13,4843,2012,301
-0.0343,-0.0048,-0.0059,0.0096,0.0252,0.047,4.8151,4.6529,3.9517,0.0011972,14,11,4844,2012,336
0.0823,0.0182,-0.005,-0.0147,0.0253,0.0485,4.8131,4.7343,3.9636,0.0011967,13,11,4842,2012,328
-0.164,-0.0564,-0.1527,-0.0685,0.0203,0.0384,4.8131,4.4859,3.9185,0.0011967,12,10,4842,2012,320
-0.093,-0.0193,-0.1193,-0.0339,0.028,0.0522,4.8121,4.4568,3.9441,0.0011965,12,12,4841,2012,312
-0.0862,-0.029,-0.0186,0.0001,0.0251,0.0473,4.8231,4.4368,3.9848,0.0011992,12,12,4852,2012,322
-0.0284,-0.0154,-0.1118,-0.0276,0.0243,0.0462,4.8151,4.3664,3.9985,0.0011972,13,10,4844,2012,345
-0.1354,-0.0596,-0.0778,-0.0225,0.0237,0.0446,4.8131,4.4233,3.8607,0.0011967,11,10,4842,2012,315
-0.0977,-0.034,0.005,0.0,0.0255,0.0483,4.8171,4.4847,3.9756,0.0011977,11,12,4846,2012,334
-0.0118,-0.0094,-0.0526,-0.003,0.0257,0.0489,4.8141,4.4651,3.9284,0.0011969,12,12,4843,2012,314
-0.0567,-0.0291,-0.0388,-0.025,0.0233,0.0458,4.8121,4.6727,3.9307,0.0011965,11,10,4841,2012,305
-0.1251,-0.0418,-0.1853,-0.0746,0.0231,0.0439,4.8141,4.512,3.8572,0.0011969,11,10,4843,2012,311
-0.1725,-0.0653,-0.167,-0.051,0.0186,0.037,4.8082,4.4151,3.8543,0.0011955,13,11,4837,2012,321
0.0573,0.0038,0.0227,-0.0135,0.0273,0.0517,4.825,4.6287,4.0123,0.0011997,13,10,4854,2012,335
-0.1343,-0.0375,-0.141,-0.0526,0.0287,0.0527,4.8121,4.4496,3.8975,0.0011965,11,10,4841,2012,346
-0.0345,-0.0134,-0.0702,-0.0172,0.0279,0.0514,4.8201,4.3455,3.9607,0.0011984,11,12,4849,2012,343
-0.2322,-0.0717,-0.1337,-0.0308,0.0198,0.038,4.8141,4.3385,3.803,0.0011969,11,10,4843,2012,350
-0.0086,-0.0163,0.086,0.0087,0.0239,0.0453,4.8151,4.5821,3.9799,0.0011972,11,10,4844,2012,338
-0.1285,-0.0532,-0.0164,-0.0239,0.0226,0.0437,4.8191,4.5083,3.9384,0.0011982,13,12,4848,2012,304
-0.1247,-0.0377,-0.0942,-0.0316,0.0263,0.046,4.8161,4.576,3.9235,0.0011974,13,12,4845,2012,329
-0.1492,-0.0528,-0.1363,-0.037,0.0214,0.0376,4.8091,4.4408,3.877,0.0011957,11,11,4838,2012,342
-0.1531,-0.048,-0.0703,-0.0172,0.0244,0.0455,4.8131,4.3711,3.9251,0.0011967,12,11,4842,2012,347
0.0318,-0.0163,0.0344,-0.0153,0.0256,0.0487,4.8191,4.6874,3.9565,0.0011982,14,14,4848,2012,348
-0.0222,-0.0045,0.0044,0.0151,0.024,0.0453,4.8082,4.6455,3.9196,0.0011955,12,10,4837,2012,330
-0.1096,-0.0621,-0.041,-0.0218,0.0209,0.0402,4.8171,4.4503,3.9077,0.0011977,15,11,4846,2012,340
-0.1571,-0.0551,-0.079,-0.0232,0.0261,0.0481,4.8181,4.4796,3.8979,0.0011979,11,12,4847,2012,332
-0.2044,-0.0763,-0.1309,-0.055,0.0178,0.0337,4.8141,4.4113,3.8943,0.0011969,11,12,4843,2012,344
-0.0925,-0.0471,-0.111,-0.0557,0.0278,0.0549,4.8151,4.6487,3.8304,0.0011972,14,11,4844,2012,326
0.0042,-0.0188,-0.0841,-0.0401,0.0256,0.0481,4.8141,4.7152,3.9621,0.0011969,16,10,4843,2012,325
-0.1515,-0.054,-0.1219,-0.0447,0.0236,0.0455,4.8121,4.4469,3.8574,0.0011965,11,10,4841,2012,363
-0.155,-0.0517,-0.0654,-0.0319,0.0256,0.0497,4.8161,4.4679,3.9476,0.0011974,11,11,4845,2012,373
-0.0369,-0.0225,-0.0747,-0.0116,0.0231,0.0434,4.8191,4.4653,3.9826,0.0011982,16,12,4848,2012,351
-0.1923,-0.0657,-0.0866,-0.026,0.0197,0.0383,4.8141,4.3461,3.8585,0.0011969,15,10,4843,2012,357
-0.2216,-0.0695,-0.1356,-0.0332,0.0228,0.0438,4.8131,4.4565,3.8465,0.0011967,12,11,4842,2012,364
-0.1184,-0.0402,-0.027,-0.006,0.0229,0.0429,4.8101,4.5051,3.8779,0.001196,12,11,4839,2012,358
-0.0149,-0.0063,0.0245,-0.0092,0.0243,0.046,4.8111,4.913,3.9049,0.0011962,13,13,4840,2012,354
-0.0584,-0.0197,-0.0714,-0.0071,0.0214,0.0405,4.8201,4.3744,3.9781,0.0011984,12,13,4849,2012,366
-0.0952,-0.0418,-0.0457,-0.0112,0.0229,0.0444,4.8181,4.427,3.9246,0.0011979,12,12,4847,2012,341
-0.0941,-0.0245,-0.0416,-0.0011,0.0287,0.0538,4.8191,4.3522,3.975,0.0011982,11,11,4848,2012,360
-0.1447,-0.0369,-0.1199,-0.05,0.0258,0.0505,4.8111,4.4526,3.8149,0.0011962,11,9,4840,2012,359
-0.0688,-0.0264,-0.0951,-0.0345,0.0271,0.0483,4.8211,4.5571,3.9437,0.0011987,15,10,4850,2012,331
-0.1005,-0.0295,-0.0985,-0.0294,0.0277,0.052,4.8151,4.5863,3.962,0.0011972,13,12,4844,2012,352
-0.174,-0.0669,-0.0678,-0.0309,0.0213,0.0408,4.8101,4.4833,3.8799,0.001196,12,11,4839,2012,356
-0.1753,-0.0567,-0.1051,-0.0325,0.0221,0.0435,4.8191,4.4347,3.8858,0.0011982,13,11,4848,2012,337
-0.1744,-0.0581,-0.0762,-0.024,0.0213,0.0401,4.8141,4.491,3.8873,0.0011969,13,13,4843,2012,362
-0.0877,-0.034,-0.0661,-0.0281,0.0254,0.0492,4.8211,4.4357,3.975,0.0011987,12,12,4850,2012,355
-0.0531,-0.0223,-0.0638,-0.0229,0.0266,0.0499,4.8151,4.5033,3.9272,0.0011972,11,11,4844,2012,365
-0.1215,-0.0485,-0.0891,-0.0232,0.023,0.0446,4.8161,4.254,3.8953,0.0011974,11,10,4845,2012,369
-0.1274,-0.0584,-0.1477,-0.0759,0.021,0.0403,4.8221,4.6505,3.9632,0.0011989,11,11,4851,2012,367
-0.0949,-0.0408,-0.1102,-0.0512,0.0221,0.0404,4.8141,4.5119,3.9399,0.0011969,11,11,4843,2012,377
-0.0648,-0.0227,-0.0456,-0.0214,0.027,0.052,4.8101,4.5466,3.8503,0.001196,11,10,4839,2012,349
-0.1704,-0.0577,-0.0633,-0.0225,0.0237,0.0429,4.8191,4.3882,3.8938,0.0011982,12,13,4848,2012,372
-0.1586,-0.053,-0.1383,-0.05,0.0235,0.045,4.8121,4.4118,3.8359,0.0011965,11,12,4841,2012,379
-0.1494,-0.0656,-0.09,-0.0486,0.0239,0.0464,4.8101,4.6028,3.8798,0.001196,13,10,4839,2012,368
-0.1438,-0.0598,0.0481,0.0186,0.0199,0.038,4.8161,4.5062,3.9267,0.0011974,13,13,4845,2012,327
-0.1421,-0.0549,-0.1586,-0.0635,0.021,0.0404,4.8161,4.5226,3.8866,0.0011974,12,11,4845,2012,374
-0.1115,-0.0491,-0.1153,-0.0591,0.0231,0.0442,4.8151,4.4094,3.9167,0.0011972,11,11,4844,2012,370
-0.0119,-0.0061,-0.0854,-0.0179,0.0259,0.0471,4.8131,4.3679,3.9287,0.0011967,11,11,4842,2012,375
-0.0558,-0.0142,-0.1284,-0.0297,0.0252,0.0482,4.8161,4.6327,3.8932,0.0011974,13,12,4845,2012,376
-0.1607,-0.06,-0.162,-0.0572,0.0249,0.0488,4.8121,4.4602,3.8098,0.0011965,12,10,4841,2012,361
-0.1114,-0.0496,-0.0825,-0.0448,0.0248,0.0452,4.8161,4.5194,3.9644,0.0011974,13,12,4845,2012,380
-0.0005,-0.0101,0.0043,-0.0087,0.0298,0.0557,4.8201,4.6611,3.9834,0.0011984,13,11,4849,2012,378
0.0148,-0.002,-0.0999,-0.0283,0.0268,0.0487,4.8201,4.4676,3.9962,0.0011984,12,11,4849,2012,339
-0.0253,-0.0119,-0.1166,-0.0424,0.0275,0.0507,4.8221,4.6225,3.9448,0.0011989,13,12,4851,2012,371
-0.045,-0.0224,-0.0556,-0.0217,0.0272,0.0462,4.8191,4.4024,4.0029,0.0011982,12,13,4848,2012,381
-0.1061,-0.0334,-0.0848,-0.0442,0.0241,0.0455,4.8171,4.8462,3.9269,0.0011977,16,10,4846,2012,382
-0.0383,-0.0223,0.0081,-0.0113,0.0251,0.047,4.8121,4.4601,3.947,0.0011965,11,11,4841,2012,409
-0.0845,-0.039,-0.0853,-0.0324,0.0243,0.0465,4.8191,4.5805,3.8802,0.0011982,12,10,4848,2012,384
-0.0473,-0.0409,-0.1001,-0.056,0.0239,0.0471,4.8221,4.5789,3.9789,0.0011989,12,12,4851,2012,482
0.0014,-0.0115,0.0111,0.0026,0.0258,0.0455,4.8211,4.5577,3.98,0.0011987,13,13,4850,2012,383
-0.0448,-0.0123,-0.0425,-0.0097,0.0284,0.055,4.8201,4.5267,4.0039,0.0011984,14,12,4849,2012,385
-0.1145,-0.0279,-0.0886,-0.0191,0.0234,0.0433,4.8161,4.4601,3.9217,0.0011974,12,11,4845,2012,387
-0.0763,-0.0409,-0.1069,-0.0484,0.0235,0.0451,4.8101,4.592,3.8557,0.001196,12,10,4839,2012,388
-0.1325,-0.05,-0.0659,-0.0352,0.0205,0.0385,4.8141,4.4745,3.8971,0.0011969,13,10,4843,2012,390
-0.1269,-0.0393,-0.0498,-0.0074,0.022,0.0422,4.8111,4.44,3.8603,0.0011962,12,10,4840,2012,386
-0.1648,-0.0626,-0.0658,-0.0241,0.022,0.0427,4.828,4.4249,3.961,0.0012004,12,12,4857,2012,389
-0.1166,-0.035,-0.0724,-0.0345,0.0277,0.0529,4.8241,4.4575,3.9526,0.0011994,14,11,4853,2012,394
-0.1409,-0.059,-0.1367,-0.0489,0.0226,0.0418,4.8211,4.5531,3.9358,0.0011987,14,11,4850,2012,391
-0.1371,-0.0418,-0.1336,-0.0467,0.0272,0.0522,4.8201,4.449,3.9019,0.0011984,11,11,4849,2012,393
-0.2078,-0.0757,-0.1605,-0.0483,0.0227,0.0447,4.8131,4.3198,3.8501,0.0011967,13,11,4842,2012,400
-0.1278,-0.0516,-0.0366,-0.0303,0.0188,0.0358,4.8241,4.485,4.0013,0.0011994,13,12,4853,2012,395
-0.0651,-0.0295,-0.0142,-0.0064,0.0255,0.0444,4.8191,4.5107,3.9716,0.0011982,15,11,4848,2012,392
-0.0578,-0.0177,-0.0882,-0.0117,0.0303,0.0581,4.8111,4.4176,3.9381,0.0011962,12,11,4840,2012,397
-0.1745,-0.0688,-0.1437,-0.0512,0.0247,0.0457,4.8161,4.6202,3.8586,0.0011974,12,10,4845,2012,402
-0.1037,-0.0316,-0.1226,-0.0427,0.0291,0.0496,4.8191,4.5975,3.9653,0.0011982,13,11,4848,2012,404
-0.1374,-0.0553,-0.0652,-0.0218,0.0256,0.048,4.8171,4.4204,3.971,0.0011977,11,12,4846,2012,405
-0.1435,-0.0571,-0.1706,-0.0604,0.0211,0.0418,4.8111,4.5477,3.8638,0.0011962,13,11,4840,2012,414
-0.0714,-0.0359,-0.0967,-0.0488,0.0253,0.0471,4.8231,4.5776,3.9351,0.0011992,14,12,4852,2012,403
-0.0491,-0.0406,-0.0891,-0.03,0.0212,0.0407,4.8141,4.4982,3.947,0.0011969,13,11,4843,2012,396
-0.1236,-0.0499,-0.0757,-0.0297,0.0236,0.0452,4.8191,4.4044,3.9432,0.0011982,12,10,4848,2012,401
